chr6	160346957	160351399	0	10	0	0	0	16	0	0	1	2	215	1948	487	1342	295	1411	469	1247	1254	1101
chr6	1604139	1607162	132	404	35	263	167	252	20	217	60	41	0	0	0	0	0	0	0	0	0	0
chr6	31257405	31260391	85	546	23	48	59	448	31	32	204	182	4	8	2	0	0	3	0	0	8	0
chr6	53793061	53794927	88	10	470	475	138	0	296	299	141	118	0	0	0	2	0	0	0	0	0	6
chr6	53826577	53829805	32	6	1467	160	14	6	1300	130	78	91	0	0	2	0	0	0	2	0	2	0
chr6	170294620	170297714	4	4	0	0	0	0	0	1	0	0	29	330	24	178	18	241	24	209	48	66
chr6	53733136	53735299	57	8	769	140	72	0	539	146	94	106	2	0	0	0	0	0	0	0	6	2
chr6	128499722	128501215	0	0	0	0	0	0	0	0	2	0	52	10	547	61	18	5	465	38	172	162
chr6	26125821	26128746	70	2	191	1021	36	2	218	807	56	28	0	0	0	6	0	0	0	0	0	2
chr6	1038057	1040723	40	14	753	76	14	2	634	38	74	60	0	0	4	0	2	0	0	2	0	0
chr6	167796143	167797268	23	142	10	96	12	102	16	99	36	35	0	0	0	0	0	0	0	0	0	0
chr6	27831234	27831792	36	4	141	316	10	0	125	240	58	38	0	0	0	5	0	0	0	2	0	0
chr6	4018869	4020791	20	8	323	213	12	4	304	159	18	8	0	0	0	0	0	0	4	0	0	2
chr6	53854443	53855905	25	4	282	41	13	0	228	48	102	72	0	0	0	0	0	0	0	0	0	0
chr6	42141522	42142516	18	0	508	275	0	0	474	284	14	8	0	0	0	1	0	0	2	0	0	0
chr6	96521730	96522463	4	0	477	258	0	0	388	252	43	27	0	0	0	0	0	0	0	0	0	0
chr6	21594086	21595027	22	0	374	229	2	0	384	159	26	14	0	0	0	0	0	0	0	0	0	0
chr6	6736845	6737907	12	15	98	170	12	0	59	176	17	33	0	0	0	0	0	0	0	2	0	0
chr6	26249153	26249875	8	0	264	352	4	0	214	229	18	8	0	0	0	0	0	0	0	0	0	0
chr6	43094031	43094611	1	0	0	0	0	0	0	0	0	0	25	8	54	142	8	3	51	105	48	44
chr6	99350773	99353211	20	126	4	9	8	135	16	26	59	37	0	0	0	0	0	0	0	0	0	0
chr6	53795409	53796232	8	0	241	283	0	0	166	290	24	10	0	0	0	2	0	0	0	0	0	0
chr6	137651181	137653440	20	2	359	40	14	0	440	24	32	20	0	0	0	0	0	0	0	0	0	0
chr6	1054285	1055807	0	0	0	0	0	0	1	0	0	0	30	4	248	58	8	2	291	24	40	40
chr6	26667095	26669369	68	316	2	8	41	224	12	14	181	121	0	0	0	0	0	0	0	0	0	0
chr6	47042687	47044272	0	0	0	0	0	0	4	2	0	0	28	4	551	47	4	0	462	21	18	14
chr6	149863246	149863999	8	0	223	144	0	0	174	152	22	24	0	0	0	0	0	0	0	0	2	0
chr6	1041070	1042454	13	0	285	14	20	0	373	22	37	22	0	0	2	0	0	0	0	0	2	0
chr6	13712198	13713007	6	0	149	177	8	0	154	143	16	14	0	0	0	0	0	0	0	0	0	0
chr6	87968112	87968855	0	0	0	0	0	0	0	2	0	0	7	57	0	52	19	50	20	47	21	20
chr6	142014853	142015495	0	0	0	0	1	0	4	0	4	2	14	2	405	49	4	1	304	16	41	42
chr6	127266575	127267202	16	2	51	59	8	0	60	48	61	41	0	0	0	0	0	0	0	0	0	0
chr6	169340663	169341061	17	12	126	46	2	4	94	85	27	31	8	0	2	2	0	0	5	3	2	2
chr6	42138861	42139589	0	0	0	2	0	0	4	4	2	0	6	0	135	106	6	4	124	85	46	24
chr6	4515309	4516588	12	218	2	8	8	136	10	8	41	9	0	0	0	0	0	0	0	0	0	0
