chr9	39078462	39079192	338	156	167	949	498	80	324	1101	271	301	2	0	0	0	0	0	0	0	10	8
chr9	39029509	39030876	130	75	1271	322	162	104	1833	134	419	483	0	0	0	1	0	0	0	0	0	6
chr9	62907938	62912659	380	1455	48	123	477	1193	104	81	1153	1267	6	23	6	0	12	23	0	0	64	56
chr9	38967820	38970288	299	103	2014	766	290	168	1705	496	735	842	0	0	0	0	0	0	0	0	2	0
chr9	42550652	42551463	397	127	75	314	428	80	237	366	212	201	9	9	0	7	7	2	0	4	13	12
chr9	62915303	62916256	460	171	68	384	672	143	101	296	280	374	1	0	0	0	0	0	0	0	6	4
chr9	7469075	7472290	92	374	36	12	114	613	2	0	383	447	0	0	0	0	0	0	0	0	0	0
chr9	40913211	40915298	188	427	59	30	202	694	63	40	1100	928	16	9	6	1	19	37	0	0	48	47
chr9	129885543	129886378	92	2	273	239	66	8	232	158	26	28	0	0	2	0	0	0	0	0	0	0
chr9	33510506	33511454	28	8	44	172	12	6	123	166	38	44	0	0	0	0	0	0	0	0	0	0
chr9	114681793	114682372	114	6	60	18	137	16	29	24	19	32	0	0	0	0	0	0	1	0	0	0
chr9	38881851	38883407	75	32	468	135	101	37	800	115	233	294	0	0	0	0	0	0	0	0	4	0
chr9	33165760	33166568	8	0	398	356	14	3	374	331	18	6	0	0	0	2	0	0	1	2	0	0
chr9	76374077	76375344	22	0	282	35	10	4	138	44	35	37	0	0	2	0	0	0	0	0	2	0
chr9	128068629	128069389	6	0	214	433	18	0	148	284	8	16	0	0	1	0	0	0	1	0	0	0
chr9	20657951	20658828	36	14	74	391	23	14	138	461	98	109	1	8	26	4	1	3	3	3	8	14
chr9	113619921	113620565	12	0	175	34	8	9	84	32	26	22	0	0	1	0	0	0	1	0	0	2
chr9	33750498	33751195	10	0	296	486	6	0	233	467	18	14	0	0	0	6	0	0	0	0	0	0
chr9	132539373	132539920	4	14	122	32	12	0	197	40	15	15	0	0	2	0	0	0	0	0	0	0
chr9	128340153	128340640	20	0	88	121	6	0	44	121	25	14	0	0	0	1	0	0	0	0	0	0
chr9	127714526	127715711	13	0	78	540	2	0	78	404	25	17	0	0	0	4	0	0	0	4	0	0
chr9	133238753	133239261	26	2	224	96	11	0	75	62	2	8	1	0	2	0	0	0	0	0	2	0
chr9	132998849	133000876	34	119	12	0	14	115	12	0	73	60	0	2	0	0	0	3	0	0	12	14
chr9	38891821	38894582	150	57	512	184	107	38	983	128	410	538	0	0	0	0	0	0	0	0	0	2
chr9	131372710	131373218	4	0	104	162	12	2	108	49	8	12	0	0	0	0	0	0	0	0	0	0
chr9	132538363	132538958	6	0	125	24	14	0	245	31	25	26	0	0	0	0	2	0	2	0	3	4
chr9	41272958	41274602	117	160	538	2545	117	199	370	2085	239	249	40	52	39	200	38	52	25	112	166	126
chr9	131734960	131735539	2	10	181	49	2	4	96	13	16	6	0	0	0	0	0	0	0	0	0	0
chr9	110202252	110202805	0	4	184	77	12	0	99	2	10	24	0	0	0	0	0	0	1	0	2	0
chr9	34049571	34050009	0	2	126	158	0	0	107	76	4	10	0	0	0	1	0	0	0	0	0	0
chr9	126077912	126079041	10	73	0	8	9	74	0	0	43	58	0	2	0	0	0	2	0	0	0	0
chr9	35910523	35911027	10	0	170	72	8	0	136	0	2	28	0	0	0	0	0	0	0	0	0	0
chr9	114803771	114804575	2	0	203	62	6	2	112	26	6	4	0	0	0	0	0	0	0	0	0	0
chr9	62842685	62844804	163	431	28	32	102	431	19	57	144	172	10	35	0	0	13	56	1	0	8	8
chr9	62880073	62880644	39	145	2	8	58	161	16	0	98	106	2	7	5	0	3	10	1	1	14	12
chr9	113443087	113443578	24	3	101	334	12	1	71	160	23	8	2	0	12	27	0	1	16	30	0	0
chr9	75255299	75257217	25	66	0	6	25	117	2	2	74	68	0	2	0	0	2	11	0	0	3	1
chr9	126965492	126965993	25	0	146	4	8	0	152	0	4	14	0	0	0	0	0	0	0	0	0	0
chr9	122762860	122764811	30	127	8	4	32	154	2	4	39	58	0	11	3	0	5	7	0	0	3	15
chr9	129606591	129606973	9	0	66	26	4	0	43	20	4	9	0	0	1	0	0	0	0	0	0	0
chr9	132537214	132537861	0	0	98	0	6	2	161	25	16	12	0	0	0	0	0	0	0	0	0	0
chr9	38944131	38946364	158	58	1528	260	164	64	1141	110	496	500	2	0	0	6	0	0	7	0	0	4
chr9	34764208	34767516	33	215	14	13	28	208	6	0	104	126	0	17	0	0	5	15	2	0	10	19
chr9	17290544	17291343	6	6	170	246	21	10	194	307	40	20	16	18	4	2	4	12	8	2	28	24
chr9	33753073	33753652	0	0	87	92	3	2	86	89	2	0	0	0	3	0	0	0	0	0	0	0
chr9	32573251	32573642	0	5	22	50	0	0	23	45	4	7	0	0	0	0	0	0	0	0	0	0
chr9	32404544	32405044	5	3	94	33	4	0	98	112	40	22	7	0	1	4	4	2	4	0	12	13
chr9	129441897	129443739	2	0	1	0	0	0	0	0	4	4	139	35	1151	241	127	37	1563	154	431	426
chr9	110172859	110173329	14	10	23	102	0	0	15	112	8	15	0	0	0	2	0	0	0	9	6	6
chr9	14318972	14321935	0	0	0	0	0	0	0	0	0	0	80	10	1122	782	94	16	1144	874	278	352
chr9	118486972	118489675	51	171	22	6	48	142	10	6	112	178	0	38	0	0	0	16	0	0	26	24
chr9	36036851	36037199	0	10	10	172	20	18	7	129	8	11	9	12	0	0	3	2	0	0	12	8
chr9	34724579	34725995	54	194	8	13	72	230	16	0	317	233	7	11	6	0	10	26	4	2	17	22
