chr	start	end	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	new_fdr
chr9	133030675	133058503	GTF3C5	27.0715394712217	-7.605122136768269	1.63000668634042	-4.66569996338038	3.07568222646028e-06	0.000945464716413891	0.0018208038780644857
chr9	129887187	130043194	FNBP1	21.9293786645611	6.98415317543365	1.65081684349619	4.23072565739166	2.32938630103302e-05	0.0027540513420675	0.006894983451057738
chr9	120824828	120854385	CUTALP	19.6454915482355	-4.352437513783141	1.07425448673436	-4.05158886235065	5.08709983056096e-05	0.00457410094809539	0.00881944070432556
chr9	19108375	19149290	PLIN2	97.09294407605671	-6.76080617008437	1.68412803517145	-4.0144252864932	5.9590815569767296e-05	0.00482058334372276	0.00881944070432556
chr9	113255835	113275572	CDC26	9.55101391317739	-6.7029831992741	1.85834712779766	-3.60695970037516	0.00030980575428481497	0.0183142863206062	0.03630203316923601
chr9	130693721	130707288	EXOSC2	18.999137620781	-5.966178658422849	1.6749135378955902	-3.5620815782042796	0.000367926011850365	0.0209445288968152	0.03630203316923601
chr9	33750679	33799231	PRSS3	25.7538351161869	2.62683422603591	0.825962695489809	3.18033034709655	0.00147107248161937	0.0595010106381308	0.12441070130266671
chr9	110190048	110208159	C9orf152	39.9974986180871	2.89433877415894	0.9296860349382131	3.11324325136421	0.00185043434389507	0.0729260919632491	0.13693214144823518
chr9	76419850	76651203	GCNT1	96.6426581501563	-2.23413328832111	0.7621156361951171	-2.93148858547908	0.00337341763014448	0.11522095327849001	0.20740103388938746
chr9	122798389	122828588	PDCL	7.21578957175519	-5.542832050495571	1.89840847739299	-2.91972571577816	0.00350339584272614	0.11705911761456698	0.20740103388938746
chr9	113038377	113056759	ZFP37	10.3011457699115	-5.040371481269929	1.78840576835767	-2.81836011180987	0.00482696392087915	0.148380870927825	0.2597784219236779
chr9	35814451	35865518	TMEM8B	10.2641815416299	-5.04005125299095	1.8553468742207802	-2.71650079185743	0.00659760373680712	0.191330508367406	0.3093177125732574
chr9	41006999	41074957	PGM5P2	3.98805288569615	5.8894933890632	2.1757720899369497	2.7068521635617997	0.0067924497693451795	0.19333324621265802	0.3093177125732574
chr9	41131306	41199261	CBWD6	69.4591702091758	-1.7851305703032199	0.693233851941524	-2.57507703252467	0.0100217763808107	0.26107576775095	0.423777972674281
chr9	132261356	132354986	SETX	213.160287881831	-1.4370664326803797	0.564070336002764	-2.54767241061466	0.0108444251723275	0.273243958850285	0.4279933134678587
chr9	133019486	133020874	EEF1A1P5	3.45930710780659	-5.777260947794661	2.29444348236611	-2.5179356093081697	0.0118044899231003	0.29263711309363105	0.4367661271547111
chr9	4553386	4666674	SPATA6L	39.440997243116605	1.6558258740923202	0.7476831262733621	2.2146091250518998	0.0267869051503416	0.62381020024356	0.9328145793530721
chr9	19507452	19789037	SLC24A2	2.4798681415712998	-5.04010236770693	2.4610451477104	-2.04795201436915	0.0405647014885454	0.8659436970540879	1.0
chr9	133233278	133276024	ABO	215.859958472656	-1.0269574063528502	0.5009251476568439	-2.05012148253408	0.0403525775313447	0.8659436970540879	1.0
chr9	125234853	125241382	HSPA5	124.484037877248	1.40629523693968	0.7156152271431621	1.9651555523123898	0.0493962365793121	0.9860002028883471	1.0
chr9	35104112	35116341	FAM214B	55.5209537271305	-0.0477934193946476	0.641389789020811	-0.0745154042249601	0.940600284443465	1.0	1.0
chr9	122940833	123104866	RABGAP1	180.75705552525002	-0.8510609691062379	0.525466284835823	-1.6196300194067499	0.10531177705603299	1.0	1.0
chr9	110668779	110806558	MUSK	0.167473292973884	-1.4557490360060001	4.9975058586615	-0.29129511343802506	0.7708256243981221	1.0	1.0
chr9	115019575	115118257	TNC	3.28250692870076	-1.23345682102251	1.78244540061014	-0.692002582856276	0.488935706971507	1.0	1.0
chr9	17134982	17503923	CNTLN	2.13659483956127	4.426136119560111	2.59559778392821	1.70524730255454	0.0881483112873235	1.0	1.0
chr9	120902393	120929173	TRAF1	0.693402887029535	-2.45532391675303	3.64728829913396	-0.673191619465902	0.500825392130885	1.0	1.0
chr9	122844556	122905359	RC3H2	67.2289370109221	-0.0271976380128302	0.5789750790221949	-0.0469754899619567	0.9625327621344679	1.0	1.0
chr9	111631334	111654351	DNAJC25	1.2996063441976298	-1.59925730835877	2.71011387049917	-0.59010705261038	0.555118880877504	1.0	1.0
chr9	108866898	108934328	ELP1	218.74115199325598	0.11470932002299498	0.709978661036147	0.161567278452549	0.8716466267143929	1.0	1.0
chr9	109375466	109498313	PTPN3	52.74344538513821	0.0761963167280656	0.632909936557401	0.120390457357206	0.904173850347323	1.0	1.0
chr9	37650954	37746904	FRMPD1	0.33465493973364	-2.45474200051526	4.8924032670278095	-0.501745638397986	0.61584645682993	1.0	1.0
chr9	35736866	35749228	GBA2	24.108055970008003	0.2944768161246811	0.7527696176791701	0.391191154914793	0.6956559457978189	1.0	1.0
chr9	3218297	3526004	RFX3	3.9763175059748197	-0.334239679308957	1.63322086565575	-0.20465063013676102	0.8378450953471221	1.0	1.0
chr9	1980290	2193624	SMARCA2	26.9114798147156	-0.316906808788093	0.7771577846379308	-0.40777666395728995	0.6834376475700401	1.0	1.0
chr9	2720469	2844095	PUM3	169.187227257114	0.19531031679785896	0.640672343114276	0.304852111843107	0.7604787898524009	1.0	1.0
chr9	33025273	33039907	DNAJA1	313.456718781318	0.6072901369391519	0.6149438949944399	0.987553729506727	0.32337125667044503	1.0	1.0
chr9	33104082	33167356	B4GALT1	40.7600753444644	-0.6770951722766049	0.719744692945845	-0.94074354269334	0.346836299251412	1.0	1.0
chr9	33264879	33282070	CHMP5	5.00864688398579	-0.0126281399772986	1.4050845860986299	-0.00898745890620157	0.9928291418350029	1.0	1.0
chr9	33290512	33371157	NFX1	18.609443871095397	-0.294896573972932	0.8690184913502741	-0.3393444177634519	0.7343502850686591	1.0	1.0
chr9	109171974	109321059	EPB41L4B	11.6240961931437	0.0722128752027008	1.00327601004496	0.0719770775735631	0.9426201499730699	1.0	1.0
chr9	120815496	120842951	PSMD5	120.194932105769	0.24708592100592497	0.540097854718227	0.45748361865801396	0.647323474036487	1.0	1.0
chr9	122370530	122395703	PTGS1	0.667796876397322	0.0	4.9975798104491	0.0	1.0	1.0	1.0
chr9	129094142	129111189	CRAT	0.27394008748502197	0.0	4.9975798104491	0.0	1.0	1.0	1.0
chr9	127738317	127778710	SH2D3C	2.06316622284289	1.3141175703913301	2.40156096883212	0.547193091262801	0.584246082097166	1.0	1.0
chr9	114402080	114505473	WHRN	24.443261735508102	-0.0142581721270998	0.956824176966331	-0.014901559210498	0.988110715991082	1.0	1.0
chr9	26947039	27066134	IFT74	35.3696874288843	-0.290730064393068	0.6963267355477231	-0.41751960617221295	0.6762983865568111	1.0	1.0
chr9	4984390	5129948	JAK2	102.89544985283199	0.123962179328265	0.582566501238832	0.21278631549300897	0.831493637974101	1.0	1.0
chr9	130713016	130887675	ABL1	1.2846602014501298	-0.604081970034129	2.6707897191336403	-0.226181030167394	0.8210606240689879	1.0	1.0
chr9	75890644	76362975	PCSK5	141.04075838198202	-0.20515285780289003	0.793077901480776	-0.258679326986471	0.7958826714572379	1.0	1.0
chr9	5749832	5879537	ERMP1	215.828081453857	-0.17800384849314801	0.746873053645448	-0.238332133719807	0.8116235001865171	1.0	1.0
chr9	4490468	4587469	SLC1A1	106.135818519167	-0.115601813440194	0.6931401651003261	-0.166779850974963	0.86754327321417	1.0	1.0
chr9	75060573	75088217	NMRK1	39.0921113971311	0.860966716798194	0.699425787080985	1.23096221600778	0.218336996214741	1.0	1.0
chr9	109015135	109119947	TMEM245	341.269509410625	-0.15181272960548903	0.6190564309775269	-0.24523245702458402	0.8062764464460899	1.0	1.0
