chr	start	end	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	new_fdr
chr1	20139323	20150381	PLA2G2F	137.829109043214	-5.17212432930146	0.595721244609631	-8.68212167368765	3.88453539770875e-18	3.41450661458599e-15	7.264081193715362e-15
chr1	25242249	25338213	RSRP1	115.227557467476	7.84890847757133	1.0212899331296	7.68528918474642	1.5265178220769598e-14	6.70904582802826e-12	1.4272941636419575e-11
chr1	28236109	28246906	ATP5IF1	46.231400799762	-7.3533656629159605	1.25867425185597	-5.84215149557011	5.15309103253248e-09	1.50985567253202e-06	3.212093410278579e-06
chr1	155320894	155331114	RUSC1	31.3079334483437	-9.202159498717279	1.6135412348800702	-5.703082945631219	1.176596910708e-08	2.58557171128083e-06	5.5005905575599e-06
chr1	151510510	151538692	CGN	150.279838004599	-3.76613265895113	0.679083481312406	-5.54590527172395	2.92437128301932e-08	4.28420392962331e-06	1.0937148598492258e-05
chr1	2508537	2526597	PANK4	30.484485860914802	-8.60467829872983	1.6013892914279801	-5.37325829814741	7.73264348799485e-08	9.70999089421068e-06	2.4100072204250614e-05
chr1	149175748	149259987	ENSG00000274265	26.606899523965996	8.6329603922448	1.6224537424929397	5.32092852088346	1.0323896324675801e-07	1.13433810867375e-05	2.7579551610205356e-05
chr1	224896262	225399292	DNAH14	24.6631945670358	-7.24766039727463	1.6080497906704199	-4.507111931063379	6.57159711714899e-06	0.0005251303514521781	0.0015361108261335763
chr1	16754910	16770237	MST1L	15.183743236965102	-7.356976776106451	1.68685223949482	-4.36136408622827	1.2925407672415198e-05	0.0007693559793491019	0.0026856124830462688
chr1	222712553	222735196	BROX	29.0725929205287	-6.100344576440389	1.6062485961690602	-3.7978832112226404	0.00014593705121534298	0.0058308485462857705	0.02729022857726914
chr1	825138	859446	LINC01128	5.573634927166929	-6.7773726645471	1.93911242711665	-3.4950901091509596	0.000473901732601332	0.0154281341835767	0.07620401792128745
chr1	109656099	109674836	GSTM4	25.0718972013138	2.4914481438548903	0.717821665116853	3.4708455664253504	0.000518822292346292	0.0155219841851435	0.07620401792128745
chr1	149854045	149861159	H4C15	5.356318568047981	6.93386219273691	2.00097663896346	3.4652389526790204	0.0005297605523939769	0.0155219841851435	0.07620401792128745
chr1	149054027	149103561	NBPF9	90.9378476832601	-1.9018736249908998	0.553320914647588	-3.43719815146009	0.000587765437761046	0.0166659941868374	0.078508669186654
chr1	143955287	143971986	FAM72C	11.040335090120301	6.0435983572072605	1.82826583731334	3.3056452917637	0.0009475796188231349	0.0244977201454569	0.1160511663929337
chr1	151402724	151459494	POGZ	8.781680006722231	5.99193663958555	1.8198654033848198	3.29251637425547	0.000992951156303176	0.0249372590397283	0.1160511663929337
chr1	235975830	236065109	NID1	75.0549036995123	4.88076052438727	1.6791396162944698	2.90670321694758	0.0036525956065686397	0.0746658497249729	0.4017855167225504
chr1	19596979	19658456	NBL1	3.45577840208036	-6.14878670462489	2.18787619283513	-2.81039060837217	0.0049481406552031	0.0966536807983006	0.48700121185419987
chr1	1020120	1056118	AGRN	4.38477579559283	-5.77558796548533	2.05141179527793	-2.81542105723481	0.00487133634048005	0.0966536807983006	0.48700121185419987
chr1	230837119	230869589	C1orf198	10.290100186000402	-4.81402974609794	1.72805580428532	-2.78580687855094	0.005339467227648	0.10203025419788199	0.499240185785088
chr1	204154819	204190324	REN	1838.87178065268	1.2779672064349599	0.47620133245120705	2.6836699508099304	0.007281895409004591	0.13334970967739698	0.6388494828681367
chr1	109309568	109397918	SORT1	64.3761894468223	3.26997196745483	1.22625875073072	2.66662477679061	0.007661715941391359	0.13744180229557199	0.6388494828681367
chr1	143975087	144068350	SRGAP2D	5.634818511200839	4.94938161298825	1.86197724114205	2.6581321745654303	0.00785750700853858	0.138134973210108	0.6388494828681367
chr1	109483479	109492804	ATXN7L2	10.5684695141255	3.0552441256223797	1.16372743468295	2.62539494607236	0.00865485120335932	0.14353989071231799	0.6743571562617471
chr1	17205128	17246007	PADI1	160.51008322521798	1.5706505453515198	0.6047614085041669	2.59714082820928	0.00940033744385638	0.15023448387545002	0.7031452408004573
chr1	26472440	26476642	HMGN2	365.116905762802	-1.94758375608881	0.8162947731339141	-2.38588291899953	0.0170381744255555	0.249609255334389	1.0
chr1	162790702	162812823	HSD17B7	15.7737816175615	2.25879292527644	0.9858701493718791	2.2911667694935	0.0219537701076448	0.311247805235803	1.0
chr1	107571161	107965180	VAV3	3.6096829196061004	-4.93871579594476	2.20177094930433	-2.24306520054013	0.0248926103263263	0.34731118217207596	1.0
chr1	148808181	149048286	PDE4DIP	14.1809382504822	-3.09976393144166	1.39962200088004	-2.21471506556243	0.0267796281243133	0.36780145501986494	1.0
chr1	54236440	54239063	SSBP3-AS1	2.0551717021422697	5.50921097258258	2.5624968710395497	2.1499386144997	0.0315600707007897	0.41404928576110706	1.0
chr1	40161387	40240921	RLF	7.290267019768891	2.9176346234459003	1.37811502069416	2.1171198191978897	0.034249680040369004	0.438652561861257	1.0
chr1	35032172	35115859	ZMYM1	32.3654953485461	1.68123225148254	0.8065632191753721	2.08443952254781	0.0371202059565476	0.45005643669402795	1.0
chr1	185217	195411	WASH9P	4.27187938211217	3.2488022237482403	1.5908405722248102	2.0421922098735203	0.0411324689214587	0.48207253575949605	1.0
chr1	206186179	206204414	FAM72A	10.4934704768805	-3.77507363369958	1.88730369036095	-2.00024704713929	0.0454735938582793	0.519107649369188	1.0
chr1	10032832	10181239	UBE4B	9.00395437473291	-2.53265899619612	1.29197349401997	-1.9603025974749397	0.0499604326188012	0.5329488100432751	1.0
chr1	48295373	48472208	SPATA6	33.2761183972626	1.6606104598807299	0.8487114433899351	1.9566255089573201	0.0503915136480431	0.5329488100432751	1.0
chr1	223992743	224010612	SEPTIN7P13	4.37723381663442	3.17382010310777	1.61396580549176	1.96647295271584	0.0492440036619212	0.5329488100432751	1.0
chr1	15236521	15400283	FHAD1	24.3409794859823	1.49828769248378	0.780112234413132	1.9206053006089898	0.0547814864134635	0.559917750667842	1.0
chr1	46188683	46220305	POMGNT1	38.2910068834033	1.27348397525775	0.6662845835131229	1.9113213884419298	0.0559632920841132	0.565422226918799	1.0
chr1	3069168	3438621	PRDM16	17.918580959099103	-3.45529331657121	1.81287130145458	-1.9059782753463	0.056653024307092	0.565886458703794	1.0
chr1	240767636	241357374	RGS7	7.15763596502246	-3.76457515522536	2.01270337083674	-1.8704073385937199	0.0614272736637783	0.605853540201672	1.0
chr1	21440128	21485005	NBPF3	76.0327132111355	-1.19071381334159	0.640440623887928	-1.8592103138509801	0.0629973334599006	0.60851270451926	1.0
chr1	120419850	120467739	NBPF8	48.9955272994901	-1.32813287273892	0.7423122877547459	-1.7891834671848101	0.0735852733518472	0.695499519099717	1.0
chr1	202724495	202808487	KDM5B	32.3978591530065	-1.19951389950714	0.6730486063702261	-1.7822099149363997	0.0747150065412079	0.6986647952098051	1.0
chr1	11012344	11030528	TARDBP	3.6302017133633595	3.07276347512771	1.7465718940324098	1.75931118875012	0.0785246672097298	0.720424692983388	1.0
chr1	1471765	1497848	ATAD3B	6.82577423175325	-2.27753115871156	1.3278179558040701	-1.7152435307537202	0.0863005869185621	0.7820434629011971	1.0
chr1	94896949	94927223	CNN3	3.39394491789465	3.66535459950517	2.16081396857874	1.69628420252949	0.089832070738941	0.805738675301318	1.0
chr1	241497511	241519799	FH	2.7172983103544106	-3.70111703916716	2.21340165822977	-1.6721398149341002	0.0944967550730019	0.8259347014314421	1.0
chr1	46757838	46819413	CYP4B1	35.7840387626359	1.10414497851904	0.659024104935745	1.6754242678675602	0.0938510184744867	0.8259347014314421	1.0
chr1	24556087	24609328	NCMAP	18.320688186325103	3.02049859076679	1.8503216643383702	1.63241810814924	0.10259143700364301	0.8840967953549219	1.0
chr1	15490832	15526534	CASP9	21.7891351492054	-1.2587900195805501	0.7860400898090171	-1.60143233901263	0.10928119485536199	0.904012765658528	1.0
chr1	3487951	3611508	MEGF6	71.40437729481641	1.4534731667055902	0.901659788829711	1.6119973239486298	0.10696252205531201	0.904012765658528	1.0
