chr	start	end	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	new_fdr
chr6	46997708	47042350	ADGRF1	173.922267898979	-5.682064501263749	0.6157130517883029	-9.22842951722483	2.74628783715112e-20	3.3779340396958794e-17	2.5760179912477503e-17
chr6	7541617	7586714	DSP	363.65748201298896	12.025931466082302	1.5402354500101998	7.80785266694305	5.81705277814446e-15	3.57748745855884e-12	2.728197752949752e-12
chr6	1623806	2245605	GMDS	134.780448754196	10.3628477540016	1.53359418509561	6.757229425302991	1.40655376615001e-11	5.15604517891693e-09	4.397824775495698e-09
chr6	485154	693139	EXOC2	94.6004298312677	9.89724290411278	1.55841404573374	6.3508429811750595	2.14138198835161e-10	5.2677996913449504e-08	5.0215407626845254e-08
chr6	7107597	7251980	RREB1	45.552676850359994	8.30350638056991	1.55798898151135	5.329631004524151	9.84125107731249e-08	1.5130923531367999e-05	1.5385155850865192e-05
chr6	93240020	93419687	EPHA7	26.4345339265764	8.78861691207026	1.6446660455026103	5.343709098940191	9.10636705714386e-08	1.5130923531367999e-05	1.5385155850865192e-05
chr6	2887270	2903309	SERPINB9	21.126281295308303	8.230855129783	1.59993476422179	5.144494209291411	2.68242526427365e-07	3.6659811945073204e-05	3.594449854126691e-05
chr6	291630	351355	DUSP22	43.2762284912684	-7.971161339557559	1.5750811481640699	-5.06079407327605	4.17513959968323e-07	5.1354217076103705e-05	4.895351180628587e-05
chr6	4706159	4955551	CDYL	23.796354938407898	7.432423935357491	1.59019398451399	4.6739102321715	2.9551853920862704e-06	0.00027960600248200896	0.00030799598864188015
chr6	169751622	169781600	ERMARD	18.2260611169581	-7.504339351969089	1.6434620494400802	-4.56617745114697	4.96698347907359e-06	0.00043638497709003703	0.00046590305033710275
chr6	84421028	84556152	LINC01611	16.8649510348476	-7.337189883425371	1.6454608287261399	-4.4590486478524	8.23242363647364e-06	0.000675058738190838	0.0007020012155465703
chr6	7268306	7347446	SSR1	29.398675966935002	6.977066435406691	1.6037627186060401	4.35043560650358	1.35867351281309e-05	0.0010444802629750599	0.0010620297958488986
chr6	3268962	3457050	SLC22A23	20.288298563982803	6.95834226411714	1.63959443895186	4.24394112276044	2.1962799922180802e-05	0.00158907317084014	0.0015847004866927378
chr6	2987987	3019755	NQO2	21.254094435762397	6.75913594527212	1.60016849019974	4.22401515007236	2.39987906428718e-05	0.00163991736059624	0.0016079189730724107
chr6	2245718	2525976	GMDS-DT	28.451085630085302	6.66877208947711	1.5860788751631103	4.20456522932462	2.61584493084957e-05	0.0016934154026026198	0.0016357750300912642
chr6	28378955	28399747	ZSCAN12	21.984638978398	-3.3929355375581496	0.866002827345843	-3.91792662843485	8.93138808622111e-05	0.00523124159335808	0.0052360262655471255
chr6	3231403	3303373	PSMG4	19.2922111317373	6.07724396368666	1.61673494054107	3.75896123185955	0.000170620270330107	0.00953922420481962	0.009305579544507031
chr6	21593751	21598619	SOX4	17.829916139493502	5.985473786629111	1.5971708096783799	3.7475476951863302	0.000178571888913781	0.009549714059302229	0.009305579544507031
chr6	41934934	42050357	CCND3	19.435308318212602	4.06985178361999	1.1103260487850901	3.6654564558520497	0.00024689782010531096	0.0126535132803972	0.012188955539935879
chr6	150061053	150069121	ULBP3	18.124800434683102	-2.7264829348150004	0.7853001548806171	-3.4718991431110604	0.000516790451571692	0.0254260902173272	0.024237472178712353
chr6	168292830	168319777	DACT2	5.02044687330387	6.13172409263458	1.91556343662977	3.20100288791412	0.00136950159515283	0.0647879600783838	0.06117107125015974
chr6	149942014	149949235	ULBP2	4.86687084246915	6.20417862099851	1.9499488467472499	3.1817135261511202	0.0014640655570439401	0.0666963198208907	0.062422431477600716
chr6	41736711	41754109	PGC	4.39503376580799	-5.576747765179441	1.91779408372013	-2.90789705345304	0.00363868099602527	0.15984205803968202	0.14839490322920448
chr6	37005646	37029069	FGD2	3.42810486478906	5.71835117781673	1.99284671656367	2.86943854250721	0.00411201234270213	0.17440604074219399	0.16071114906060824
chr6	144285335	144853034	UTRN	12.1987880309182	2.94712063660519	1.05720986304311	2.78764012674087	0.00530934870676331	0.21066125513931896	0.19920676347775942
chr6	5103629	5260950	LYRM4	5.162737775219731	5.14905115932314	1.87637217916793	2.7441523683251696	0.00606673718651456	0.23319021060665301	0.2188692108057945
chr6	10393186	10419659	TFAP2A	9.152106686468471	4.610244434248361	1.77006008893801	2.60456945109383	0.00919897752491	0.342870980473918	0.31957929327279927
chr6	2765393	2786952	WRNIP1	12.6202318250971	4.19841224591388	1.72555498369506	2.43307937769883	0.0149710184583557	0.526124362965073	0.501529118354916
chr6	5261044	5829192	FARS2	4.20402742447874	4.55438583964294	1.9222756772041	2.3692677869530003	0.0178233434518241	0.606232953767755	0.5701875580884477
chr6	3722614	3751713	PXDC1	7.4173483524165205	4.25984501173805	1.80441850220562	2.3607854865881004	0.0182362758450463	0.606232953767755	0.5701875580884477
chr6	160348378	160452577	SLC22A3	13.225501402067803	2.4893759135612004	1.07235804872077	2.3214036734566497	0.0202650674688456	0.6559482364915811	0.6131817188960378
chr6	81844602	82169391	LINC02542	10.8601677130465	3.11142651932068	1.34816571834891	2.30789618588671	0.0210049112601568	0.662462585897252	0.6157064613133462
chr6	18128311	18155077	TPMT	20.7106812058543	2.11046286509736	0.96269784284114	2.19223807427355	0.0283623205757513	0.8721413577043541	0.8061774757592339
chr6	25962802	25991231	TRIM38	16.7408805311969	-2.56666199742259	1.1836956896131399	-2.16834615513506	0.0301323591844165	0.9039707755324949	0.8312986151465493
chr6	85387219	85390186	LINC02535	11.6121958771418	2.10167966018935	0.976452359301877	2.15236272427255	0.031368797157688	0.918657631046577	0.8406837638260384
chr6	73489308	73525587	EEF1A1	2.21611075292533	5.1399757964638	2.4062913742069902	2.13605710910954	0.0326747591849275	0.934650088313043	0.8513590032072776
chr6	143494812	143511720	FUCA2	0.282938690989867	2.31283864529627	4.87865792073672	0.474072723046547	0.635448049093418	1.0	1.0
chr6	53497341	53616970	GCLC	21.752553425834698	0.107064143460562	0.7763164298619759	0.137913020183789	0.890309160123225	1.0	1.0
chr6	41072974	41102403	NFYA	2.53103944038387	1.5157437564823502	2.04800964520927	0.7401057705113829	0.459235817561915	1.0	1.0
chr6	46129989	46146688	ENPP4	91.5583777738214	0.0773324360052931	0.626710172538942	0.12339425685720401	0.901794904683913	1.0	1.0
chr6	82169986	82247754	IBTK	328.720677215882	-0.43524798278566396	0.516794470508015	-0.8422071202848029	0.399672028947801	1.0	1.0
chr6	35473597	35497079	TEAD3	62.5161629303051	-0.0547415543155852	0.655282489483522	-0.0835388633057038	0.9334230769231608	1.0	1.0
chr6	16129086	16148248	MYLIP	52.31297131372	0.149520002531966	0.61953416060138	0.24134262812373	0.8092895746585809	1.0	1.0
chr6	170535120	170553307	PSMB1	96.4569635125651	-0.0540852579302121	0.539883258364784	-0.100179542692298	0.920201786868122	1.0	1.0
chr6	15246069	15522042	JARID2	65.73859878492691	-0.236928874624216	0.7729724558129971	-0.306516581337972	0.75921135693014	1.0	1.0
