chr6	324965	326153	1189	*	4.18	4.59	3.6	0.99	0.197	0.314	0.6147517730496453	98737.0	98768.0	chromothriptic_reads_OESO_103_P21_H3K27me3_assigned_peak_6
chr6	324965	326153	1189	*	4.18	4.59	3.6	0.99	0.197	0.314	0.6147517730496453	98737.0	98768.0	chromothriptic_reads_OESO_103_P26_H3K27me3_assigned_peak_7
chr6	362937	368364	5428	*	6.03	6.24	5.79	0.45	0.5870000000000001	0.763	1.0	58645.5	58676.5	chromothriptic_reads_OESO_103_P21_H3K27me3_assigned_peak_9
chr6	362937	368364	5428	*	6.03	6.24	5.79	0.45	0.5870000000000001	0.763	1.0	58645.5	58676.5	chromothriptic_reads_OESO_103_P26_H3K27me3_assigned_peak_9
chr6	369690	373927	4238	*	6.79	6.9	6.66	0.24	0.774	0.903	1.0	52487.5	52518.5	chromothriptic_reads_OESO_103_P21_H3K27me3_assigned_peak_10
chr6	369690	373927	4238	*	6.79	6.9	6.66	0.24	0.774	0.903	1.0	52487.5	52518.5	chromothriptic_reads_OESO_103_P26_H3K27me3_assigned_peak_10
chr6	451851	453430	1580	*	4.04	4.5	3.38	1.12	0.17600000000000002	0.285	0.5666341463414635	27846.5	28123.5	chromothriptic_reads_OESO_103_P21_H3K27me3_assigned_peak_13
chr6	451851	453430	1580	*	4.04	4.5	3.38	1.12	0.17600000000000002	0.285	0.5666341463414635	27846.5	28123.5	chromothriptic_reads_OESO_103_P26_H3K27me3_assigned_peak_12
chr6	465440	467711	2272	*	3.99	4.42	3.37	1.06	0.218	0.343	0.654	34568.5	42058.5	chromothriptic_reads_OESO_103_P26_H3K27me3_assigned_peak_13
chr6	465440	467711	2272	*	3.99	4.42	3.37	1.06	0.218	0.343	0.654	34568.5	42058.5	chromothriptic_reads_OESO_103_P21_H3K27me3_assigned_peak_14
chr6	501827	502149	323	*	3.68	3.8	3.56	0.24	0.794	0.918	1.0	616.0	18039.0	chromothriptic_reads_OESO_103_P26_H3K4me3_assigned_peak_10
chr6	692030	692474	445	*	4.47	4.54	4.4	0.14	0.894	0.97	1.0	90274.0	15219.0	chromothriptic_reads_OESO_103_P26_H3K4me3_assigned_peak_11
chr6	692622	693899	1278	*	6.59	6.66	6.51	0.14	0.8959999999999999	0.97	1.0	91282.5	16227.5	chromothriptic_reads_OESO_103_P21_H3K27ac_assigned_peak_3
chr6	692622	693899	1278	*	6.59	6.66	6.51	0.14	0.8959999999999999	0.97	1.0	91282.5	16227.5	chromothriptic_reads_OESO_103_P26_H3K4me3_assigned_peak_12
chr6	692622	693899	1278	*	6.59	6.66	6.51	0.14	0.8959999999999999	0.97	1.0	91282.5	16227.5	chromothriptic_reads_OESO_103_P26_H3K27ac_assigned_peak_3
chr6	692622	693899	1278	*	6.59	6.66	6.51	0.14	0.8959999999999999	0.97	1.0	91282.5	16227.5	chromothriptic_reads_OESO_103_P21_H3K4me3_assigned_peak_4
chr6	710242	711431	1190	*	6.44	6.33	6.55	-0.22	0.836	0.942	1.0	108858.5	33803.5	chromothriptic_reads_OESO_103_P26_H3K4me3_assigned_peak_13
chr6	710242	711431	1190	*	6.44	6.33	6.55	-0.22	0.836	0.942	1.0	108858.5	33803.5	chromothriptic_reads_OESO_103_P26_H3K27ac_assigned_peak_4
chr6	710242	711431	1190	*	6.44	6.33	6.55	-0.22	0.836	0.942	1.0	108858.5	33803.5	chromothriptic_reads_OESO_103_P21_H3K27ac_assigned_peak_4
chr6	735901	737161	1261	*	6.12	6.17	6.06	0.1	0.909	0.973	1.0	134553.0	49612.0	chromothriptic_reads_OESO_103_P21_H3K4me3_assigned_peak_5
chr6	735901	737161	1261	*	6.12	6.17	6.06	0.1	0.909	0.973	1.0	134553.0	49612.0	chromothriptic_reads_OESO_103_P26_H3K4me3_assigned_peak_14
chr6	735901	737161	1261	*	6.12	6.17	6.06	0.1	0.909	0.973	1.0	134553.0	49612.0	chromothriptic_reads_OESO_103_P21_H3K27ac_assigned_peak_5
chr6	735901	737161	1261	*	6.12	6.17	6.06	0.1	0.909	0.973	1.0	134553.0	49612.0	chromothriptic_reads_OESO_103_P26_H3K27ac_assigned_peak_5
chr6	1040375	1040760	386	*	3.13	3.27	2.97	0.3	0.726	0.871	1.0	11169.5	130644.5	chromothriptic_reads_OESO_103_P21_H3K27ac_assigned_peak_7
chr6	1111030	1111382	353	*	3.51	3.45	3.57	-0.13	0.9	0.972	1.0	59282.0	201283.0	chromothriptic_reads_OESO_103_P21_H3K27ac_assigned_peak_7
chr6	1180251	1180631	381	*	3.14	3.18	3.1	0.08	1.0	1.0	1.0	128517.0	136489.0	chromothriptic_reads_OESO_103_P26_H3K4me3_assigned_peak_16
chr6	1381468	1382038	571	*	5.56	5.64	5.48	0.17	0.851	0.948	1.0	329829.0	64459.0	chromothriptic_reads_OESO_103_P26_H3K4me3_assigned_peak_19
chr6	1381468	1382038	571	*	5.56	5.64	5.48	0.17	0.851	0.948	1.0	329829.0	64459.0	chromothriptic_reads_OESO_103_P21_H3K4me3_assigned_peak_8
chr6	1381468	1382038	571	*	5.56	5.64	5.48	0.17	0.851	0.948	1.0	329829.0	64459.0	chromothriptic_reads_OESO_103_P26_CTCF_assigned_peak_4
chr6	1429656	1432809	3154	*	3.86	4.44	2.86	1.59	0.0343	0.0608	0.1465242718446602	379308.5	113938.5	chromothriptic_reads_OESO_103_P21_H3K27me3_assigned_peak_17
chr6	1429656	1432809	3154	*	3.86	4.44	2.86	1.59	0.0343	0.0608	0.1465242718446602	379308.5	113938.5	chromothriptic_reads_OESO_103_P26_H3K27me3_assigned_peak_16
chr6	1433757	1436277	2521	*	6.45	6.72	6.12	0.6	0.376	0.54	0.8974100719424459	383093.0	117723.0	chromothriptic_reads_OESO_103_P26_H3K4me3_assigned_peak_21
chr6	1433757	1436277	2521	*	6.45	6.72	6.12	0.6	0.376	0.54	0.8974100719424459	383093.0	117723.0	chromothriptic_reads_OESO_103_P21_H3K4me3_assigned_peak_9
chr6	1433757	1436277	2521	*	6.45	6.72	6.12	0.6	0.376	0.54	0.8974100719424459	383093.0	117723.0	chromothriptic_reads_OESO_103_P21_H3K27ac_assigned_peak_10
chr6	1433757	1436277	2521	*	6.45	6.72	6.12	0.6	0.376	0.54	0.8974100719424459	383093.0	117723.0	chromothriptic_reads_OESO_103_P26_H3K27ac_assigned_peak_9
chr6	1433757	1436277	2521	*	6.45	6.72	6.12	0.6	0.376	0.54	0.8974100719424459	383093.0	117723.0	chromothriptic_reads_OESO_103_P26_H3K27me3_assigned_peak_17
