chr6	35786814	35789323	2510	*	8.01	9.01	-0.88	9.88	6.73e-55	5.33e-52	8.883599999999999e-52
chr6	41545506	41549763	4258	*	9.47	10.46	-1.13	11.59	1.0399999999999999e-46	1.7699999999999998e-44	6.863999999999999e-44
chr6	3225858	3230327	4470	*	8.15	9.14	0.05	9.09	2.8399999999999995e-43	3.2199999999999997e-41	1.2495999999999998e-40
chr6	12706991	12729697	22707	*	9.08	10.08	-1.13	11.2	6.25e-43	6.459999999999998e-41	2.0625e-40
chr6	44001881	44003515	1635	*	7.45	8.45	-1.13	9.58	4e-41	2.8799999999999997e-39	1.056e-38
chr6	108115563	108118929	3367	*	7.67	-0.7	8.67	-9.37	1.27e-40	8.65e-39	2.794e-38
chr6	145811151	145816095	4945	*	9.6	10.6	-1.13	11.73	2.58e-40	1.7099999999999998e-38	4.865142857142857e-38
chr6	168245341	168258900	13560	*	7.56	-0.7	8.56	-9.27	3.5199999999999996e-40	2.2e-38	5.807999999999999e-38
chr6	43626306	43630708	4403	*	9.77	10.77	-1.0	11.76	4.95e-39	2.4499999999999997e-37	7.2600000000000005e-37
chr6	1315350	1316986	1637	*	7.79	8.79	-1.13	9.92	3.54e-38	1.59e-36	4.6728e-36
chr6	151041303	151050374	9072	*	9.87	-0.7	10.87	-11.58	1.76e-34	4.3099999999999996e-33	2.112e-32
chr6	47459206	47462217	3012	*	8.53	9.53	-1.13	10.65	2.3699999999999996e-34	5.7499999999999995e-33	2.6069999999999995e-32
chr6	12731155	12748167	17013	*	8.38	9.38	-0.52	9.9	9.3e-34	2.0699999999999998e-32	9.443076923076924e-32
chr6	26252916	26255741	2826	*	8.42	9.42	-1.13	10.55	1.49e-33	3.19e-32	1.4048571428571428e-31
chr6	39791801	39793135	1335	*	6.39	7.38	-1.13	8.51	1.6699999999999998e-32	3.14e-31	1.4695999999999997e-30
chr6	21588409	21589862	1454	*	8.03	9.03	-1.13	10.16	3.57e-32	6.479999999999999e-31	2.9452499999999998e-30
chr6	143058949	143061795	2847	*	8.74	-0.7	9.74	-10.45	1.2099999999999999e-31	1.98e-30	9.395294117647057e-30
chr6	108557198	108561525	4328	*	8.84	-0.7	9.84	-10.54	1.3899999999999999e-31	2.23e-30	1.0193333333333333e-29
chr6	165984576	165988491	3916	*	7.42	-0.7	8.42	-9.12	2.73e-31	4.25e-30	1.8966315789473684e-29
chr6	34423232	34426774	3543	*	9.06	-0.41	10.06	-10.47	7e-31	1.02e-29	4.62e-29
chr6	133951354	133952505	1152	*	6.85	7.84	-1.13	8.97	1.3599999999999999e-30	1.94e-29	8.548571428571428e-29
chr6	12925945	12931698	5754	*	6.79	7.79	-1.13	8.91	4.31e-30	5.79e-29	2.586e-28
chr6	35214988	35216314	1327	*	5.53	6.52	-1.13	7.65	5.11e-30	6.709999999999999e-29	2.932695652173913e-28
chr6	46169490	46171011	1522	*	7.73	8.73	-1.13	9.86	7.68e-30	9.760000000000001e-29	4.224e-28
chr6	34194915	34196983	2069	*	7.45	8.43	1.52	6.91	2.86e-29	3.39e-28	1.51008e-27
chr6	54717811	54719166	1356	*	6.33	7.33	-1.13	8.46	8.04e-29	9.050000000000001e-28	4.081846153846154e-27
chr6	56955455	56956666	1212	*	6.84	7.84	-1.13	8.97	3.3999999999999996e-28	3.59e-27	1.662222222222222e-26
chr6	16358311	16359506	1196	*	6.52	7.52	-1.13	8.65	3.75e-28	3.95e-27	1.7678571428571429e-26
chr6	27870325	27872027	1703	*	6.97	7.97	-0.66	8.63	8.12e-28	8.11e-27	3.696e-26
chr6	96837152	96838630	1479	*	6.94	-0.7	7.94	-8.64	1.15e-27	1.12e-26	5.06e-26
chr6	134315473	134318452	2980	*	6.6	-0.7	7.59	-8.3	1.3900000000000002e-25	1.1399999999999999e-24	5.918709677419356e-24
chr6	146017124	146041133	24010	*	7.25	0.25	8.24	-7.99	1.7800000000000002e-25	1.46e-24	7.342500000000001e-24
chr6	44074699	44075385	687	*	5.1	6.09	-1.13	7.22	4.7e-25	3.6699999999999995e-24	1.8799999999999997e-23
chr6	79869545	79870037	493	*	5.86	6.85	-1.13	7.98	8.25e-25	6.34e-24	3.167999999999999e-23
chr6	56840515	56841709	1195	*	6.27	7.27	-1.13	8.4	8.399999999999998e-25	6.440000000000001e-24	3.167999999999999e-23
chr6	129654682	129658176	3495	*	6.62	-0.7	7.62	-8.32	6.22e-24	4.4499999999999995e-23	2.2806666666666667e-22
chr6	147203669	147208756	5088	*	7.91	-0.58	8.91	-9.49	6.5400000000000006e-24	4.65e-23	2.3331891891891896e-22
chr6	168648412	168649510	1099	*	6.07	-0.7	7.06	-7.77	5.31e-23	3.4300000000000003e-22	1.8445263157894734e-21
chr6	31270996	31273022	2027	*	7.59	0.19	8.58	-8.39	4.4e-22	2.65e-21	1.4892307692307693e-20
chr6	165844859	165847597	2739	*	5.74	-0.7	6.73	-7.43	5.6e-22	3.3600000000000005e-21	1.848e-20
chr6	167241495	167242143	649	*	4.84	5.83	-1.13	6.96	6.44e-22	3.85e-21	2.0733658536585368e-20
chr6	24643723	24645933	2211	*	6.66	0.29	7.65	-7.36	5.379999999999999e-21	2.9799999999999996e-20	1.6908571428571427e-19
chr6	53111244	53114494	3251	*	8.49	1.73	9.49	-7.76	8.390000000000001e-21	4.5800000000000004e-20	2.5755348837209305e-19
chr6	5814570	5817208	2639	*	5.87	6.86	-1.13	7.99	1.75e-20	9.36e-20	5.25e-19
chr6	88538268	88543236	4969	*	5.73	-0.7	6.72	-7.43	1.83e-20	9.710000000000001e-20	5.368e-19
chr6	133098390	133100623	2234	*	6.06	-0.7	7.06	-7.76	2.1100000000000002e-19	1.0300000000000001e-18	6.054782608695652e-18
chr6	43129624	43130444	821	*	4.8	-0.7	5.78	-6.48	2.63e-19	1.27e-18	7.386382978723405e-18
chr6	160461243	160464600	3358	*	5.0	-0.7	5.99	-6.69	3.08e-19	1.48e-18	8.47e-18
chr6	98619615	98623902	4288	*	4.71	-0.7	5.69	-6.4	4.079999999999999e-19	1.94e-18	1.0991020408163263e-17
chr6	98658390	98662504	4115	*	5.4	-0.7	6.39	-7.1	8.7e-19	3.9899999999999996e-18	2.2968e-17
chr6	53179733	53180936	1204	*	5.56	-0.28	6.55	-6.84	9.68e-19	4.42e-18	2.4775384615384617e-17
chr6	125532381	125534361	1981	*	4.62	-0.7	5.6	-6.3	9.76e-19	4.4499999999999994e-18	2.4775384615384617e-17
chr6	160656204	160658605	2402	*	4.6	-0.7	5.59	-6.29	3.18e-18	1.4000000000000003e-17	7.92e-17
chr6	80105954	80107291	1338	*	7.83	8.82	1.09	7.72	3.49e-18	1.53e-17	8.531111111111111e-17
