chr9	129885284	129886636	101	4	565	219	218	4	627	206	46	32	0	0	5	2	0	0	0	0	0	0
chr9	36470720	36471070	34	11	122	115	9	5	155	85	103	83	0	0	1	0	0	0	0	0	0	0
chr9	41353813	41361860	0	0	0	4	0	0	0	2	4	6	786	306	2811	10791	1206	245	2674	9738	2432	1905
chr9	33165819	33166793	20	2	448	380	14	2	407	326	39	30	0	0	0	2	0	0	3	0	0	0
chr9	128131486	128132124	19	75	44	11	3	58	52	10	156	82	1	8	3	0	0	2	1	3	2	1
chr9	114681736	114682391	145	12	44	13	350	2	40	16	35	22	3	0	0	0	2	0	0	0	0	0
chr9	33510574	33511459	14	15	47	154	10	21	26	145	15	20	0	0	0	0	0	0	0	0	0	0
chr9	38423656	38425217	16	132	0	107	5	101	8	104	25	18	0	0	0	0	1	1	0	0	0	0
chr9	4987886	4988895	106	3	22	58	248	0	36	38	24	16	1	0	0	0	2	0	0	0	0	0
chr9	133078642	133081065	99	559	30	35	92	573	32	27	514	389	16	37	2	1	2	30	12	0	24	12
chr9	33750553	33751345	10	2	271	255	0	4	162	271	10	8	0	0	0	0	0	0	0	0	0	0
chr9	17290275	17291551	12	9	456	455	18	24	310	366	51	59	7	11	6	4	0	21	4	10	11	22
chr9	14465339	14472306	0	0	0	0	0	1	0	0	0	0	433	1036	42	84	974	775	50	70	1018	675
chr9	133238826	133239263	24	0	83	84	18	0	93	34	16	17	0	0	0	0	0	0	0	0	0	0
chr9	139353	140731	105	37	667	797	107	0	634	690	165	157	14	0	28	31	4	0	29	20	29	17
chr9	128340193	128340624	6	0	61	63	16	0	68	22	34	22	0	0	0	0	0	0	0	2	0	0
chr9	33523710	33525567	23	173	0	72	16	154	6	56	146	121	8	12	0	3	4	4	0	2	2	0
chr9	41073043	41076936	1	3	0	2	0	3	0	2	0	0	158	761	56	627	90	498	89	601	571	401
chr9	127714772	127715736	4	2	50	320	0	0	28	248	30	12	0	0	2	0	0	0	0	0	0	0
