chr6	170293458	170298763	0	0	0	0	0	0	0	0	0	0	172	850	161	1600	214	1310	213	2456	799	774
chr6	4017182	4021981	128	18	3570	2957	164	32	3345	3073	416	496	0	0	1	0	0	0	1	0	0	0
chr6	3226761	3230332	113	483	280	2050	151	172	546	2414	364	342	0	0	0	0	0	0	0	0	2	4
chr6	2764153	2768702	169	38	2019	4616	234	8	1447	3849	476	567	0	0	0	0	0	0	0	0	0	0
chr6	2902827	2904084	0	0	0	0	0	0	2	0	0	0	26	10	108	423	33	17	92	213	76	94
chr6	3258362	3259901	78	15	1027	2226	97	8	700	2234	164	202	0	0	0	0	0	0	0	0	0	0
chr6	3361451	3366172	85	22	2131	312	109	12	2018	262	308	343	0	0	2	0	0	0	0	0	4	2
chr6	3381107	3385288	82	24	1977	371	79	28	2140	282	254	275	0	0	0	0	0	0	0	0	0	6
chr6	3067617	3070136	108	12	1889	2300	142	0	1674	1979	276	294	1	0	0	4	2	0	2	0	2	0
chr6	2998235	3000829	291	2	1076	2692	417	14	858	2050	315	347	0	0	0	6	0	0	0	0	0	0
chr6	2257218	2260732	78	4	1766	272	52	14	2340	233	207	206	0	0	0	0	0	0	0	0	0	0
chr6	291194	291976	4	6	0	0	2	2	0	0	10	16	16	1	174	306	13	1	166	245	26	26
chr6	84244830	84245556	2	2	6	17	4	0	5	13	8	4	14	12	98	92	16	18	84	173	22	10
chr6	53359680	53360065	1	0	0	0	0	0	2	0	0	0	0	0	38	34	8	0	107	110	10	11
chr6	47042838	47044231	0	0	0	0	0	0	4	0	0	0	0	0	80	9	10	6	422	46	6	2
chr6	34424918	34425435	0	0	0	0	0	0	0	0	0	0	2	0	72	113	1	5	27	116	2	4
chr6	292475	293416	4	12	0	2	4	9	0	0	22	14	9	2	174	361	23	0	158	234	22	36
chr6	42139078	42139432	0	0	0	0	0	0	0	0	0	0	0	0	41	49	3	0	81	16	6	13
chr6	53065815	53066998	17	2	100	777	40	5	165	823	89	126	0	0	0	0	0	0	0	0	0	0
chr6	1601248	1601849	9	42	53	284	42	22	42	230	42	81	0	0	0	0	0	0	0	0	0	0
chr6	26249133	26250004	12	0	470	446	26	2	573	399	28	36	0	0	2	1	0	0	0	0	0	0
chr6	7110009	7111615	22	5	213	428	24	2	298	208	72	83	0	0	0	0	0	0	1	0	0	0
chr6	25963132	25963521	0	0	1	4	1	0	1	4	0	0	0	0	16	43	0	2	64	116	4	2
chr6	26125978	26128624	34	10	264	881	20	0	213	519	36	26	0	0	0	0	0	0	5	0	2	0
chr6	73521170	73521702	11	0	196	171	54	1	301	259	131	151	0	0	0	0	0	0	0	0	0	0
chr6	1723561	1725989	22	2	728	102	38	12	706	36	48	68	0	0	3	0	0	0	0	0	0	2
chr6	4565031	4567841	52	253	14	0	47	321	12	32	227	239	0	0	0	0	0	0	0	0	0	0
chr6	710528	711489	13	4	130	614	16	22	26	392	28	23	0	0	0	2	2	0	0	0	0	0
chr6	1016632	1018214	43	1	617	46	16	21	302	12	74	98	0	0	0	0	0	0	2	0	0	0
chr6	84625757	84626876	4	16	2	4	17	14	7	12	14	16	3	0	101	106	8	0	274	341	25	27
chr6	137651310	137653322	14	2	600	134	26	6	376	64	12	24	0	0	2	0	0	0	0	0	0	0
chr6	42141632	42142529	12	8	533	291	4	2	303	384	6	4	0	0	0	0	0	0	0	0	0	0
chr6	692115	693785	16	4	237	898	28	7	185	715	18	20	2	0	0	4	0	0	0	6	0	0
chr6	96521749	96522292	0	0	410	417	8	0	290	351	24	9	0	0	0	0	0	0	0	0	0	0
chr6	136822253	136822848	12	0	125	352	8	0	180	330	19	36	0	0	0	0	0	0	0	2	0	0
chr6	149863335	149864008	5	0	379	432	0	2	194	406	8	16	0	0	0	0	0	0	1	0	0	0
chr6	2245726	2246299	6	0	376	213	10	2	339	274	12	6	0	0	0	0	0	0	0	0	0	0
chr6	21594213	21594910	4	2	251	308	12	0	280	377	4	10	0	0	0	0	0	0	2	0	0	0
chr6	6857396	6858445	18	9	306	78	16	0	179	21	58	40	0	0	0	0	0	0	2	0	0	0
chr6	7532503	7533171	14	2	238	108	14	7	138	48	42	51	0	0	0	0	0	0	0	0	0	0
chr6	10414398	10415139	4	0	232	371	12	0	164	230	14	10	0	0	2	0	0	0	2	0	0	0
chr6	148889402	148890772	24	25	114	12	8	12	313	57	20	32	0	0	0	0	0	0	0	0	0	0
